"Code","ICD9_ICD10","String","PheCode","Disease"
"250.31","ICD9","Diabetes mellitus, type I [insulin dependent type] [IDDM] [juvenile type], not stated as uncontrolled",250.1,"Diabetes Mellitus Type 2"
"250.32","ICD9","Diabetes mellitus with other coma, type II [non-insulin dependent type] [NIDDM type] [adult-onset type] or unspecified type, uncontrolled",250.2,"Diabetes Mellitus Type 2"
"250.33","ICD9","Diabetes mellitus with other coma, type I [juvenile type], uncontrolled",250.1,"Diabetes Mellitus Type 2"
"250.4","ICD9","Diabetes with renal manifestations",250,"Diabetes Mellitus Type 2"
"250.4","ICD9","Diabetes mellitus type II [non-insulin dependent type] [NIDDM type] [adult-onset type] or unspecified type, not stated as uncontrolled, with renal manifestations",250.22,"Diabetes Mellitus Type 2"
"250.41","ICD9","Diabetes mellitus type I [insulin dependent type] [IDDM] [juvenile type], not stated as uncontrolled, with renal manifestations",250.12,"Diabetes Mellitus Type 2"
"250.42","ICD9","Diabetes mellitus type II [non-insulin dependent type] [NIDDM type] [adult-onset type] or unspecified type, uncontrolled, with renal manifestations",250.22,"Diabetes Mellitus Type 2"
"250.43","ICD9","Diabetes mellitus type I [juvenile type], uncontrolled, with renal manifestations",250.12,"Diabetes Mellitus Type 2"
"250.5","ICD9","Diabetes with ophthalmic manifestations",250,"Diabetes Mellitus Type 2"
"250.5","ICD9","Diabetes mellitus type II [non-insulin dependent type] [NIDDM type] [adult-onset type] or unspecified type, not stated as uncontrolled, with ophthalmic manifestations",250.23,"Diabetes Mellitus Type 2"
"250.51","ICD9","Diabetes mellitus type I [insulin dependent type] [IDDM] [juvenile type], not stated as uncontrolled, with ophthalmic manifestations",250.13,"Diabetes Mellitus Type 2"
"250.52","ICD9","Diabetes mellitus type II [non-insulin dependent type] [NIDDM type] [adult-onset type] or unspecified type, uncontrolled, with ophthalmic manifestations",250.23,"Diabetes Mellitus Type 2"
"250.53","ICD9","Diabetes mellitus type I [juvenile type], uncontrolled, with ophthalmic manifestations",250.13,"Diabetes Mellitus Type 2"
"250.6","ICD9","Diabetes with neurological manifestations",250,"Diabetes Mellitus Type 2"
"250.6","ICD9","Diabetes mellitus type II [non-insulin dependent type] [NIDDM type] [adult-onset type] or unspecified type, not stated as uncontrolled, with neurological manifestations",250.24,"Diabetes Mellitus Type 2"
"250.61","ICD9","Diabetes mellitus type I [insulin dependent type] [IDDM] [juvenile type], not stated as uncontrolled, with neurological manifestations",250.14,"Diabetes Mellitus Type 2"
"250.62","ICD9","Diabetes mellitus type II [non-insulin dependent type] [NIDDM type] [adult-onset type] or unspecified type, uncontrolled, with neurological manifestations",250.24,"Diabetes Mellitus Type 2"
"250.63","ICD9","Diabetes mellitus type I [juvenile type], uncontrolled, with neurological manifestations",250.14,"Diabetes Mellitus Type 2"
"250.7","ICD9","Diabetes with peripheral circulatory disorders",250,"Diabetes Mellitus Type 2"
"250.7","ICD9","Diabetes mellitus type II [non-insulin dependent type] [NIDDM type] [adult-onset type] or unspecified type, not stated as uncontrolled, with peripheral circulatory disorders",250.25,"Diabetes Mellitus Type 2"
"250.71","ICD9","Diabetes mellitus type I [insulin dependent type] [IDDM] [juvenile type], not stated as uncontrolled, with peripheral circulatory disorders",250.15,"Diabetes Mellitus Type 2"
"250.72","ICD9","Diabetes mellitus type II [non-insulin dependent type] [NIDDM type] [adult-onset type] or unspecified type, uncontrolled, with peripheral circulatory disorders",250.25,"Diabetes Mellitus Type 2"
"250.73","ICD9","Diabetes mellitus type I [juvenile type], uncontrolled, with peripheral circulatory disorders",250.15,"Diabetes Mellitus Type 2"
"250.8","ICD9","Diabetes with other specified manifestations",250,"Diabetes Mellitus Type 2"
"250.8","ICD9","Diabetes mellitus type II [non-insulin dependent type] [NIDDM type] [adult-onset type] or unspecified type, not stated as uncontrolled, with other specified manifestations",250.2,"Diabetes Mellitus Type 2"
"250.81","ICD9","Diabetes mellitus type I [insulin dependent type] [IDDM] [juvenile type], not stated as uncontrolled, with other specified manifestations",250.1,"Diabetes Mellitus Type 2"
"250.82","ICD9","Diabetes mellitus type II [non-insulin dependent type] [NIDDM type] [adult-onset type] or unspecified type, uncontrolled, with other specified manifestations",250.2,"Diabetes Mellitus Type 2"
"250.83","ICD9","Diabetes mellitus type I [juvenile type], uncontrolled, with other specified manifestations",250.1,"Diabetes Mellitus Type 2"
"250.9","ICD9","Diabetes with unspecified complication",250,"Diabetes Mellitus Type 2"
"250.9","ICD9","Diabetes mellitus type II [non-insulin dependent type] [NIDDM type] [adult-onset type] or unspecified type, not stated as uncontrolled, with unspecified complication",250.2,"Diabetes Mellitus Type 2"
"250.91","ICD9","Diabetes mellitus type I [insulin dependent type] [IDDM] [juvenile type], not stated as uncontrolled, with unspecified complication",250.1,"Diabetes Mellitus Type 2"
"250.92","ICD9","Diabetes mellitus type II [non-insulin dependent type] [NIDDM type] [adult-onset type] or unspecified type, uncontrolled, with unspecified complication",250.2,"Diabetes Mellitus Type 2"
"250.93","ICD9","Diabetes mellitus type I [insulin dependent type] [IDDM] [juvenile type], uncontrolled, with unspecified complication",250.1,"Diabetes Mellitus Type 2"
"357.2","ICD9","Polyneuropathy in diabetes",250.6,"Diabetes Mellitus Type 2"
"E08","ICD10","Diabetes mellitus due to underlying condition",249,"Diabetes Mellitus Type 2"
"E08.0","ICD10","Diabetes mellitus due to underlying condition with hyperosmolarity",249,"Diabetes Mellitus Type 2"
"E08.00","ICD10","Diabetes mellitus due to underlying condition with hyperosmolarity without nonketotic hyperglycemic-hyperosmolar coma (NKHHC)",249,"Diabetes Mellitus Type 2"
"E08.01","ICD10","Diabetes mellitus due to underlying condition with hyperosmolarity with coma",249,"Diabetes Mellitus Type 2"
"E08.1","ICD10","Diabetes mellitus due to underlying condition with ketoacidosis",249,"Diabetes Mellitus Type 2"
"E08.10","ICD10","Diabetes mellitus due to underlying condition with ketoacidosis without coma",249,"Diabetes Mellitus Type 2"
"E08.11","ICD10","Diabetes mellitus due to underlying condition with ketoacidosis with coma",249,"Diabetes Mellitus Type 2"
"E08.2","ICD10","Diabetes mellitus due to underlying condition with kidney complications",249,"Diabetes Mellitus Type 2"
"E08.21","ICD10","Diabetes mellitus due to underlying condition with diabetic nephropathy",249,"Diabetes Mellitus Type 2"
"E08.22","ICD10","Diabetes mellitus due to underlying condition with diabetic chronic kidney disease",249,"Diabetes Mellitus Type 2"
"E08.29","ICD10","Diabetes mellitus due to underlying condition with other diabetic kidney complication",249,"Diabetes Mellitus Type 2"
"E08.3","ICD10","Diabetes mellitus due to underlying condition with ophthalmic complications",249,"Diabetes Mellitus Type 2"
"E08.3","ICD10","Diabetes mellitus due to underlying condition with ophthalmic complications",250.7,"Diabetes Mellitus Type 2"
"E08.31","ICD10","Diabetes mellitus due to underlying condition with unspecified diabetic retinopathy",249,"Diabetes Mellitus Type 2"
"E08.31","ICD10","Diabetes mellitus due to underlying condition with unspecified diabetic retinopathy",250.7,"Diabetes Mellitus Type 2"
"E08.311","ICD10","Diabetes mellitus due to underlying condition with unspecified diabetic retinopathy with macular edema",249,"Diabetes Mellitus Type 2"
"E08.311","ICD10","Diabetes mellitus due to underlying condition with unspecified diabetic retinopathy with macular edema",250.7,"Diabetes Mellitus Type 2"
"E08.319","ICD10","Diabetes mellitus due to underlying condition with unspecified diabetic retinopathy without macular edema",249,"Diabetes Mellitus Type 2"
"E08.319","ICD10","Diabetes mellitus due to underlying condition with unspecified diabetic retinopathy without macular edema",250.7,"Diabetes Mellitus Type 2"
"E08.32","ICD10","Diabetes mellitus due to underlying condition with mild nonproliferative diabetic retinopathy",249,"Diabetes Mellitus Type 2"
"E08.32","ICD10","Diabetes mellitus due to underlying condition with mild nonproliferative diabetic retinopathy",250.7,"Diabetes Mellitus Type 2"
"E08.321","ICD10","Diabetes mellitus due to underlying condition with mild nonproliferative diabetic retinopathy with macular edema",249,"Diabetes Mellitus Type 2"
"E08.321","ICD10","Diabetes mellitus due to underlying condition with mild nonproliferative diabetic retinopathy with macular edema",250.7,"Diabetes Mellitus Type 2"
"E08.3211","ICD10","Diabetes with mild nonp rtnop with macular edema, right eye",249,"Diabetes Mellitus Type 2"
"E08.3211","ICD10","Diabetes with mild nonp rtnop with macular edema, right eye",250.7,"Diabetes Mellitus Type 2"
"E08.3212","ICD10","Diabetes with mild nonp rtnop with macular edema, left eye",249,"Diabetes Mellitus Type 2"
"E08.3212","ICD10","Diabetes with mild nonp rtnop with macular edema, left eye",250.7,"Diabetes Mellitus Type 2"
"E08.3213","ICD10","Diabetes with mild nonp rtnop with macular edema, bilateral",249,"Diabetes Mellitus Type 2"
"E08.3213","ICD10","Diabetes with mild nonp rtnop with macular edema, bilateral",250.7,"Diabetes Mellitus Type 2"
"E08.3219","ICD10","Diabetes with mild nonp rtnop with macular edema, unsp",249,"Diabetes Mellitus Type 2"
"E08.3219","ICD10","Diabetes with mild nonp rtnop with macular edema, unsp",250.7,"Diabetes Mellitus Type 2"
"E08.329","ICD10","Diabetes mellitus due to underlying condition with mild nonproliferative diabetic retinopathy without macular edema",249,"Diabetes Mellitus Type 2"
"E08.329","ICD10","Diabetes mellitus due to underlying condition with mild nonproliferative diabetic retinopathy without macular edema",250.7,"Diabetes Mellitus Type 2"
"E08.3291","ICD10","Diabetes with mild nonp rtnop without macular edema, r eye",249,"Diabetes Mellitus Type 2"
"E08.3291","ICD10","Diabetes with mild nonp rtnop without macular edema, r eye",250.7,"Diabetes Mellitus Type 2"
"E08.3292","ICD10","Diabetes mellitus due to underlying condition with mild nonproliferative diabetic retinopathy without macular edema, left eye",249,"Diabetes Mellitus Type 2"
"E08.3292","ICD10","Diabetes mellitus due to underlying condition with mild nonproliferative diabetic retinopathy without macular edema, left eye",250.7,"Diabetes Mellitus Type 2"
"E08.3293","ICD10","Diabetes with mild nonp rtnop without macular edema, bi",249,"Diabetes Mellitus Type 2"
"E08.3293","ICD10","Diabetes with mild nonp rtnop without macular edema, bi",250.7,"Diabetes Mellitus Type 2"
"E08.3299","ICD10","Diabetes with mild nonp rtnop without macular edema, unsp",249,"Diabetes Mellitus Type 2"
"E08.3299","ICD10","Diabetes with mild nonp rtnop without macular edema, unsp",250.7,"Diabetes Mellitus Type 2"
"E08.33","ICD10","Diabetes mellitus due to underlying condition with moderate nonproliferative diabetic retinopathy",249,"Diabetes Mellitus Type 2"
"E08.33","ICD10","Diabetes mellitus due to underlying condition with moderate nonproliferative diabetic retinopathy",250.7,"Diabetes Mellitus Type 2"
"E08.331","ICD10","Diabetes mellitus due to underlying condition with moderate nonproliferative diabetic retinopathy with macular edema",249,"Diabetes Mellitus Type 2"
"E08.331","ICD10","Diabetes mellitus due to underlying condition with moderate nonproliferative diabetic retinopathy with macular edema",250.7,"Diabetes Mellitus Type 2"
"E08.3311","ICD10","Diabetes with moderate nonp rtnop with macular edema, r eye",249,"Diabetes Mellitus Type 2"
"E08.3311","ICD10","Diabetes with moderate nonp rtnop with macular edema, r eye",250.7,"Diabetes Mellitus Type 2"
"E08.3312","ICD10","Diabetes mellitus due to underlying condition with moderate nonproliferative diabetic retinopathy with macular edema, left eye",249,"Diabetes Mellitus Type 2"
"E08.3312","ICD10","Diabetes mellitus due to underlying condition with moderate nonproliferative diabetic retinopathy with macular edema, left eye",250.7,"Diabetes Mellitus Type 2"
"E08.3313","ICD10","Diabetes with moderate nonp rtnop with macular edema, bi",249,"Diabetes Mellitus Type 2"
"E08.3313","ICD10","Diabetes with moderate nonp rtnop with macular edema, bi",250.7,"Diabetes Mellitus Type 2"
"E08.3319","ICD10","Diabetes with moderate nonp rtnop with macular edema, unsp",249,"Diabetes Mellitus Type 2"
"E08.3319","ICD10","Diabetes with moderate nonp rtnop with macular edema, unsp",250.7,"Diabetes Mellitus Type 2"
"E08.339","ICD10","Diabetes mellitus due to underlying condition with moderate nonproliferative diabetic retinopathy without macular edema",249,"Diabetes Mellitus Type 2"
"E08.339","ICD10","Diabetes mellitus due to underlying condition with moderate nonproliferative diabetic retinopathy without macular edema",250.7,"Diabetes Mellitus Type 2"
"E08.3391","ICD10","Diabetes mellitus due to underlying condition with moderate nonproliferative diabetic retinopathy without macular edema, right eye",249,"Diabetes Mellitus Type 2"
"E08.3391","ICD10","Diabetes mellitus due to underlying condition with moderate nonproliferative diabetic retinopathy without macular edema, right eye",250.7,"Diabetes Mellitus Type 2"
"E08.3392","ICD10","Diabetes mellitus due to underlying condition with moderate nonproliferative diabetic retinopathy without macular edema, left eye",249,"Diabetes Mellitus Type 2"
"E08.3392","ICD10","Diabetes mellitus due to underlying condition with moderate nonproliferative diabetic retinopathy without macular edema, left eye",250.7,"Diabetes Mellitus Type 2"
"E08.3393","ICD10","Diabetes with moderate nonp rtnop without macular edema, bi",249,"Diabetes Mellitus Type 2"
"E08.3393","ICD10","Diabetes with moderate nonp rtnop without macular edema, bi",250.7,"Diabetes Mellitus Type 2"
"E08.3399","ICD10","Diabetes mellitus due to underlying condition with moderate nonproliferative diabetic retinopathy without macular edema, unspecified eye",249,"Diabetes Mellitus Type 2"
"E08.3399","ICD10","Diabetes mellitus due to underlying condition with moderate nonproliferative diabetic retinopathy without macular edema, unspecified eye",250.7,"Diabetes Mellitus Type 2"
"E08.34","ICD10","Diabetes mellitus due to underlying condition with severe nonproliferative diabetic retinopathy",249,"Diabetes Mellitus Type 2"
"E08.34","ICD10","Diabetes mellitus due to underlying condition with severe nonproliferative diabetic retinopathy",250.7,"Diabetes Mellitus Type 2"
"E08.341","ICD10","Diabetes mellitus due to underlying condition with severe nonproliferative diabetic retinopathy with macular edema",249,"Diabetes Mellitus Type 2"
"E08.341","ICD10","Diabetes mellitus due to underlying condition with severe nonproliferative diabetic retinopathy with macular edema",250.7,"Diabetes Mellitus Type 2"
"E08.3411","ICD10","Diabetes with severe nonp rtnop with macular edema, r eye",249,"Diabetes Mellitus Type 2"
"E08.3411","ICD10","Diabetes with severe nonp rtnop with macular edema, r eye",250.7,"Diabetes Mellitus Type 2"
"E08.3412","ICD10","Diabetes with severe nonp rtnop with macular edema, left eye",249,"Diabetes Mellitus Type 2"
"E08.3412","ICD10","Diabetes with severe nonp rtnop with macular edema, left eye",250.7,"Diabetes Mellitus Type 2"
"E08.3413","ICD10","Diabetes with severe nonp rtnop with macular edema, bi",249,"Diabetes Mellitus Type 2"
"E08.3413","ICD10","Diabetes with severe nonp rtnop with macular edema, bi",250.7,"Diabetes Mellitus Type 2"
"E08.3419","ICD10","Diabetes with severe nonp rtnop with macular edema, unsp",249,"Diabetes Mellitus Type 2"
"E08.3419","ICD10","Diabetes with severe nonp rtnop with macular edema, unsp",250.7,"Diabetes Mellitus Type 2"
"E08.349","ICD10","Diabetes mellitus due to underlying condition with severe nonproliferative diabetic retinopathy without macular edema",249,"Diabetes Mellitus Type 2"
"E08.349","ICD10","Diabetes mellitus due to underlying condition with severe nonproliferative diabetic retinopathy without macular edema",250.7,"Diabetes Mellitus Type 2"
"E08.3491","ICD10","Diabetes with severe nonp rtnop without macular edema, r eye",249,"Diabetes Mellitus Type 2"
"E08.3491","ICD10","Diabetes with severe nonp rtnop without macular edema, r eye",250.7,"Diabetes Mellitus Type 2"
"E08.3492","ICD10","Diabetes mellitus due to underlying condition with severe nonproliferative diabetic retinopathy without macular edema, left eye",249,"Diabetes Mellitus Type 2"
"E08.3492","ICD10","Diabetes mellitus due to underlying condition with severe nonproliferative diabetic retinopathy without macular edema, left eye",250.7,"Diabetes Mellitus Type 2"
"E08.3493","ICD10","Diabetes with severe nonp rtnop without macular edema, bi",249,"Diabetes Mellitus Type 2"
"E08.3493","ICD10","Diabetes with severe nonp rtnop without macular edema, bi",250.7,"Diabetes Mellitus Type 2"
"E08.3499","ICD10","Diabetes with severe nonp rtnop without macular edema, unsp",249,"Diabetes Mellitus Type 2"
"E08.3499","ICD10","Diabetes with severe nonp rtnop without macular edema, unsp",250.7,"Diabetes Mellitus Type 2"
"E08.35","ICD10","Diabetes mellitus due to underlying condition with proliferative diabetic retinopathy",249,"Diabetes Mellitus Type 2"
"E08.35","ICD10","Diabetes mellitus due to underlying condition with proliferative diabetic retinopathy",250.7,"Diabetes Mellitus Type 2"
"E08.351","ICD10","Diabetes mellitus due to underlying condition with proliferative diabetic retinopathy with macular edema",249,"Diabetes Mellitus Type 2"
"E08.351","ICD10","Diabetes mellitus due to underlying condition with proliferative diabetic retinopathy with macular edema",250.7,"Diabetes Mellitus Type 2"
"E08.3511","ICD10","Diabetes mellitus due to underlying condition with proliferative diabetic retinopathy with macular edema, right eye",249,"Diabetes Mellitus Type 2"
"E08.3511","ICD10","Diabetes mellitus due to underlying condition with proliferative diabetic retinopathy with macular edema, right eye",250.7,"Diabetes Mellitus Type 2"
"E08.3512","ICD10","Diabetes mellitus due to underlying condition with proliferative diabetic retinopathy with macular edema, left eye",249,"Diabetes Mellitus Type 2"
"E08.3512","ICD10","Diabetes mellitus due to underlying condition with proliferative diabetic retinopathy with macular edema, left eye",250.7,"Diabetes Mellitus Type 2"
"E08.3513","ICD10","Diabetes with prolif diabetic rtnop with macular edema, bi",249,"Diabetes Mellitus Type 2"
"E08.3513","ICD10","Diabetes with prolif diabetic rtnop with macular edema, bi",250.7,"Diabetes Mellitus Type 2"
"E08.3519","ICD10","Diabetes with prolif diabetic rtnop with macular edema, unsp",249,"Diabetes Mellitus Type 2"
"E08.3519","ICD10","Diabetes with prolif diabetic rtnop with macular edema, unsp",250.7,"Diabetes Mellitus Type 2"
"E08.352","ICD10","Diabetes mellitus due to underlying condition with proliferative diabetic retinopathy with traction retinal detachment involving the macula",249,"Diabetes Mellitus Type 2"
"E08.352","ICD10","Diabetes mellitus due to underlying condition with proliferative diabetic retinopathy with traction retinal detachment involving the macula",250.7,"Diabetes Mellitus Type 2"
"E08.3521","ICD10","Diabetes mellitus due to underlying condition with proliferative diabetic retinopathy with traction retinal detachment involving the macula, right eye",249,"Diabetes Mellitus Type 2"
"E08.3521","ICD10","Diabetes mellitus due to underlying condition with proliferative diabetic retinopathy with traction retinal detachment involving the macula, right eye",250.7,"Diabetes Mellitus Type 2"
"E08.3522","ICD10","Diabetes mellitus due to underlying condition with proliferative diabetic retinopathy with traction retinal detachment involving the macula, left eye",249,"Diabetes Mellitus Type 2"
"E08.3522","ICD10","Diabetes mellitus due to underlying condition with proliferative diabetic retinopathy with traction retinal detachment involving the macula, left eye",250.7,"Diabetes Mellitus Type 2"
"E08.3523","ICD10","Diabetes mellitus due to underlying condition with proliferative diabetic retinopathy with traction retinal detachment involving the macula, bilateral",249,"Diabetes Mellitus Type 2"
"E08.3523","ICD10","Diabetes mellitus due to underlying condition with proliferative diabetic retinopathy with traction retinal detachment involving the macula, bilateral",250.7,"Diabetes Mellitus Type 2"
"E08.3529","ICD10","Diabetes mellitus due to underlying condition with proliferative diabetic retinopathy with traction retinal detachment involving the macula, unspecified eye",249,"Diabetes Mellitus Type 2"
"E08.3529","ICD10","Diabetes mellitus due to underlying condition with proliferative diabetic retinopathy with traction retinal detachment involving the macula, unspecified eye",250.7,"Diabetes Mellitus Type 2"
"E08.353","ICD10","Diabetes mellitus due to underlying condition with proliferative diabetic retinopathy with traction retinal detachment not involving the macula",249,"Diabetes Mellitus Type 2"
"E08.353","ICD10","Diabetes mellitus due to underlying condition with proliferative diabetic retinopathy with traction retinal detachment not involving the macula",250.7,"Diabetes Mellitus Type 2"
"E08.3531","ICD10","Diabetes mellitus due to underlying condition with proliferative diabetic retinopathy with traction retinal detachment not involving the macula, right eye",249,"Diabetes Mellitus Type 2"
"E08.3531","ICD10","Diabetes mellitus due to underlying condition with proliferative diabetic retinopathy with traction retinal detachment not involving the macula, right eye",250.7,"Diabetes Mellitus Type 2"
"E08.3532","ICD10","Diabetes mellitus due to underlying condition with proliferative diabetic retinopathy with traction retinal detachment not involving the macula, left eye",249,"Diabetes Mellitus Type 2"
"E08.3532","ICD10","Diabetes mellitus due to underlying condition with proliferative diabetic retinopathy with traction retinal detachment not involving the macula, left eye",250.7,"Diabetes Mellitus Type 2"
"E08.3533","ICD10","Diabetes mellitus due to underlying condition with proliferative diabetic retinopathy with traction retinal detachment not involving the macula, bilateral",249,"Diabetes Mellitus Type 2"
"E08.3533","ICD10","Diabetes mellitus due to underlying condition with proliferative diabetic retinopathy with traction retinal detachment not involving the macula, bilateral",250.7,"Diabetes Mellitus Type 2"
"E08.3539","ICD10","Diabetes mellitus due to underlying condition with proliferative diabetic retinopathy with traction retinal detachment not involving the macula, unspecified eye",249,"Diabetes Mellitus Type 2"
"E08.3539","ICD10","Diabetes mellitus due to underlying condition with proliferative diabetic retinopathy with traction retinal detachment not involving the macula, unspecified eye",250.7,"Diabetes Mellitus Type 2"
"E08.354","ICD10","Diabetes mellitus due to underlying condition with proliferative diabetic retinopathy with combined traction retinal detachment and rhegmatogenous retinal detachment",249,"Diabetes Mellitus Type 2"
"E08.354","ICD10","Diabetes mellitus due to underlying condition with proliferative diabetic retinopathy with combined traction retinal detachment and rhegmatogenous retinal detachment",250.7,"Diabetes Mellitus Type 2"
"E08.3541","ICD10","Diabetes with prolif diabetic rtnop with comb detach, r eye",249,"Diabetes Mellitus Type 2"
"E08.3541","ICD10","Diabetes with prolif diabetic rtnop with comb detach, r eye",250.7,"Diabetes Mellitus Type 2"
"E08.3542","ICD10","Diabetes mellitus due to underlying condition with proliferative diabetic retinopathy with combined traction retinal detachment and rhegmatogenous retinal detachment, left eye",249,"Diabetes Mellitus Type 2"
"E08.3542","ICD10","Diabetes mellitus due to underlying condition with proliferative diabetic retinopathy with combined traction retinal detachment and rhegmatogenous retinal detachment, left eye",250.7,"Diabetes Mellitus Type 2"
"E08.3543","ICD10","Diabetes with prolif diabetic rtnop with combined detach, bi",249,"Diabetes Mellitus Type 2"
"E08.3543","ICD10","Diabetes with prolif diabetic rtnop with combined detach, bi",250.7,"Diabetes Mellitus Type 2"
"E08.3549","ICD10","Diabetes with prolif diabetic rtnop with comb detach, unsp",249,"Diabetes Mellitus Type 2"
"E08.3549","ICD10","Diabetes with prolif diabetic rtnop with comb detach, unsp",250.7,"Diabetes Mellitus Type 2"
"E08.355","ICD10","Diabetes mellitus due to underlying condition with stable proliferative diabetic retinopathy",249,"Diabetes Mellitus Type 2"
"E08.355","ICD10","Diabetes mellitus due to underlying condition with stable proliferative diabetic retinopathy",250.7,"Diabetes Mellitus Type 2"
"E08.3551","ICD10","Diabetes with stable prolif diabetic retinopathy, right eye",249,"Diabetes Mellitus Type 2"
"E08.3551","ICD10","Diabetes with stable prolif diabetic retinopathy, right eye",250.7,"Diabetes Mellitus Type 2"
"E08.3552","ICD10","Diabetes with stable prolif diabetic retinopathy, left eye",249,"Diabetes Mellitus Type 2"
"E08.3552","ICD10","Diabetes with stable prolif diabetic retinopathy, left eye",250.7,"Diabetes Mellitus Type 2"
"E08.3553","ICD10","Diabetes with stable prolif diabetic retinopathy, bilateral",249,"Diabetes Mellitus Type 2"
"E08.3553","ICD10","Diabetes with stable prolif diabetic retinopathy, bilateral",250.7,"Diabetes Mellitus Type 2"
"E08.3559","ICD10","Diabetes with stable prolif diabetic retinopathy, unsp",249,"Diabetes Mellitus Type 2"
"E08.3559","ICD10","Diabetes with stable prolif diabetic retinopathy, unsp",250.7,"Diabetes Mellitus Type 2"
"E08.359","ICD10","Diabetes mellitus due to underlying condition with proliferative diabetic retinopathy without macular edema",249,"Diabetes Mellitus Type 2"
"E08.359","ICD10","Diabetes mellitus due to underlying condition with proliferative diabetic retinopathy without macular edema",250.7,"Diabetes Mellitus Type 2"
"E08.3591","ICD10","Diabetes mellitus due to underlying condition with proliferative diabetic retinopathy without macular edema, right eye",249,"Diabetes Mellitus Type 2"
"E08.3591","ICD10","Diabetes mellitus due to underlying condition with proliferative diabetic retinopathy without macular edema, right eye",250.7,"Diabetes Mellitus Type 2"
"E08.3592","ICD10","Diabetes mellitus due to underlying condition with proliferative diabetic retinopathy without macular edema, left eye",249,"Diabetes Mellitus Type 2"
"E08.3592","ICD10","Diabetes mellitus due to underlying condition with proliferative diabetic retinopathy without macular edema, left eye",250.7,"Diabetes Mellitus Type 2"
"E08.3593","ICD10","Diabetes mellitus due to underlying condition with proliferative diabetic retinopathy without macular edema, bilateral",249,"Diabetes Mellitus Type 2"
"E08.3593","ICD10","Diabetes mellitus due to underlying condition with proliferative diabetic retinopathy without macular edema, bilateral",250.7,"Diabetes Mellitus Type 2"
"E08.3599","ICD10","Diabetes mellitus due to underlying condition with proliferative diabetic retinopathy without macular edema, unspecified eye",249,"Diabetes Mellitus Type 2"
"E08.3599","ICD10","Diabetes mellitus due to underlying condition with proliferative diabetic retinopathy without macular edema, unspecified eye",250.7,"Diabetes Mellitus Type 2"
"E08.36","ICD10","Diabetes mellitus due to underlying condition with diabetic cataract",249,"Diabetes Mellitus Type 2"
"E08.36","ICD10","Diabetes mellitus due to underlying condition with diabetic cataract",250.7,"Diabetes Mellitus Type 2"
"E08.37","ICD10","Diabetes mellitus due to underlying condition with diabetic macular edema, resolved following treatment",249,"Diabetes Mellitus Type 2"
"E08.37","ICD10","Diabetes mellitus due to underlying condition with diabetic macular edema, resolved following treatment",250.7,"Diabetes Mellitus Type 2"
"E08.37X1","ICD10","Diabetes mellitus due to underlying condition with diabetic macular edema, resolved following treatment, right eye",249,"Diabetes Mellitus Type 2"
"E08.37X1","ICD10","Diabetes mellitus due to underlying condition with diabetic macular edema, resolved following treatment, right eye",250.7,"Diabetes Mellitus Type 2"
"E08.37X2","ICD10","Diabetes mellitus due to underlying condition with diabetic macular edema, resolved following treatment, left eye",249,"Diabetes Mellitus Type 2"
"E08.37X2","ICD10","Diabetes mellitus due to underlying condition with diabetic macular edema, resolved following treatment, left eye",250.7,"Diabetes Mellitus Type 2"
"E08.37X3","ICD10","Diabetes with diabetic macular edema, resolved fol trtmt, bi",249,"Diabetes Mellitus Type 2"
"E08.37X3","ICD10","Diabetes with diabetic macular edema, resolved fol trtmt, bi",250.7,"Diabetes Mellitus Type 2"
"E08.37X9","ICD10","Diabetes mellitus due to underlying condition with diabetic macular edema, resolved following treatment, unspecified eye",249,"Diabetes Mellitus Type 2"
"E08.37X9","ICD10","Diabetes mellitus due to underlying condition with diabetic macular edema, resolved following treatment, unspecified eye",250.7,"Diabetes Mellitus Type 2"
"E08.39","ICD10","Diabetes mellitus due to underlying condition with other diabetic ophthalmic complication",249,"Diabetes Mellitus Type 2"
"E08.39","ICD10","Diabetes mellitus due to underlying condition with other diabetic ophthalmic complication",250.7,"Diabetes Mellitus Type 2"
"E08.4","ICD10","Diabetes mellitus due to underlying condition with neurological complications",249,"Diabetes Mellitus Type 2"
"E08.40","ICD10","Diabetes mellitus due to underlying condition with diabetic neuropathy, unspecified",249,"Diabetes Mellitus Type 2"
"E08.41","ICD10","Diabetes mellitus due to underlying condition with diabetic mononeuropathy",249,"Diabetes Mellitus Type 2"
"E08.42","ICD10","Diabetes mellitus due to underlying condition with diabetic polyneuropathy",249,"Diabetes Mellitus Type 2"
"E08.42","ICD10","Diabetes mellitus due to underlying condition with diabetic polyneuropathy",250.6,"Diabetes Mellitus Type 2"
"E08.43","ICD10","Diabetes mellitus due to underlying condition with diabetic autonomic (poly)neuropathy",249,"Diabetes Mellitus Type 2"
"E08.44","ICD10","Diabetes mellitus due to underlying condition with diabetic amyotrophy",249,"Diabetes Mellitus Type 2"
"E08.49","ICD10","Diabetes mellitus due to underlying condition with other diabetic neurological complication",249,"Diabetes Mellitus Type 2"
"E08.5","ICD10","Diabetes mellitus due to underlying condition with circulatory complications",249,"Diabetes Mellitus Type 2"
"E08.51","ICD10","Diabetes mellitus due to underlying condition with diabetic peripheral angiopathy without gangrene",249,"Diabetes Mellitus Type 2"
